node4
8.2328
9.8358
19.194
20.5552
30.02624
27.13857143
27.74625
36.60893333
38.17192
37.09090909
38.18181818
29.45454545
28.36363636
19.63636364
18.54545455
18.54545455
9.818181818
8.727272727
8.727272727
8.727272727
0
0
38.18181818
20.15126803
