node4,
6.684201421508789,
6.687275830145941,
6.6896353827582455,
6.6896353827582455,
6.6896353827582455,
6.6896353827582455,
6.6896353827582455,
6.6896353827582455,
6.6896353827582455,
6.6896353827582455,
6.6896353827582455,
6.6896353827582455,
6.6896353827582455,
10.25958268907335,
10.25958268907335,
10.25958268907335,
10.25958268907335,
10.25958268907335,
10.25958268907335,
10.25958268907335,
10.25958268907335,
10.25958268907335,
10.25958268907335,
10.25958268907335,
10.25958268907335,
