master,node1,node2,node3
14.93312264,15.58044523,17.45035987,13.59701952
14.93312264,15.58044523,17.45035987,13.59701952
14.93312264,15.58044523,17.45035987,13.59701952
14.93312264,15.58044523,17.45035987,13.59701952
14.93312264,15.58044523,17.45035987,13.59701952
14.93312264,15.58044523,17.45035987,13.59701952
15.69839657,15.58044523,17.45035987,13.59701952
15.69839657,15.58044523,17.45035987,13.59701952
15.69839657,15.58044523,17.45035987,13.59701952
15.69839657,15.58044523,17.45035987,13.59701952
15.69839657,15.58044523,17.45035987,13.59701952
15.69839657,15.58044523,17.45035987,13.59701952
15.69839657,15.58044523,21.4617589,13.59701952
15.69839657,15.58044523,21.4617589,13.59701952
15.69839657,15.58044523,21.4617589,13.59701952
15.69839657,23.21487878,21.4617589,20.1208714
15.69839657,23.21487878,21.4617589,20.1208714
15.69839657,23.21487878,21.4617589,20.1208714
15.69839657,23.21487878,21.4617589,20.1208714
15.69839657,23.21487878,21.4617589,20.1208714
15.69839657,23.21487878,21.4617589,20.1208714
17.02330538,23.21487878,21.4617589,20.1208714
17.02330538,23.21487878,21.4617589,20.1208714
17.02330538,23.21487878,21.4617589,20.1208714
17.02330538,23.21487878,21.4617589,20.1208714
17.02330538,23.21487878,21.4617589,20.1208714
17.02330538,23.21487878,21.4617589,20.1208714
17.02330538,23.21487878,27.72166732,20.1208714
17.02330538,23.21487878,27.72166732,20.1208714
17.02330538,23.21487878,27.72166732,20.1208714
17.02330538,28.23011545,27.72166732,24.73594262
17.02330538,28.23011545,27.72166732,24.73594262
17.02330538,28.23011545,27.72166732,24.73594262
17.02330538,28.23011545,27.72166732,24.73594262
17.02330538,28.23011545,27.72166732,24.73594262
17.02330538,28.23011545,27.72166732,24.73594262
16.06172874,28.23011545,27.72166732,24.73594262
16.06172874,28.23011545,27.72166732,24.73594262
16.06172874,28.23011545,27.72166732,24.73594262
16.06172874,28.23011545,27.72166732,24.73594262
16.06172874,28.23011545,27.72166732,24.73594262
16.06172874,28.23011545,27.72166732,24.73594262
16.06172874,28.23011545,26.97430753,24.73594262
16.06172874,28.23011545,26.97430753,24.73594262
16.06172874,28.23011545,26.97430753,24.73594262
16.06172874,27.56082657,26.97430753,25.91945931
16.06172874,27.56082657,26.97430753,25.91945931
16.06172874,27.56082657,26.97430753,25.91945931
16.06172874,27.56082657,26.97430753,25.91945931
16.06172874,27.56082657,26.97430753,25.91945931
16.06172874,27.56082657,26.97430753,25.91945931
15.78684707,27.56082657,26.97430753,25.91945931
15.78684707,27.56082657,26.97430753,25.91945931
15.78684707,27.56082657,26.97430753,25.91945931
15.78684707,27.56082657,26.97430753,25.91945931
15.78684707,27.56082657,26.97430753,25.91945931
15.78684707,27.56082657,26.97430753,25.91945931
15.78684707,27.56082657,27.83510921,25.91945931
15.78684707,27.56082657,27.83510921,25.91945931
15.78684707,27.56082657,27.83510921,25.91945931
15.78684707,25.61328364,27.83510921,24.47744466
15.78684707,25.61328364,27.83510921,24.47744466
15.78684707,25.61328364,27.83510921,24.47744466
15.78684707,25.61328364,27.83510921,24.47744466
15.78684707,25.61328364,27.83510921,24.47744466
15.78684707,25.61328364,27.83510921,24.47744466
15.19663781,25.61328364,27.83510921,24.47744466
15.19663781,25.61328364,27.83510921,24.47744466
15.19663781,25.61328364,27.83510921,24.47744466
15.19663781,25.61328364,27.83510921,24.47744466
15.19663781,25.61328364,27.83510921,24.47744466
15.19663781,25.61328364,27.83510921,24.47744466
15.19663781,25.61328364,26.00239628,24.47744466
15.19663781,25.61328364,26.00239628,24.47744466
15.19663781,25.61328364,26.00239628,24.47744466
15.19663781,24.63207886,26.00239628,25.23110538
15.19663781,24.63207886,26.00239628,25.23110538
15.19663781,24.63207886,26.00239628,25.23110538
15.19663781,24.63207886,26.00239628,25.23110538
15.19663781,24.63207886,26.00239628,25.23110538
15.19663781,24.63207886,26.00239628,25.23110538
16.05203053,24.63207886,26.00239628,25.23110538
16.05203053,24.63207886,26.00239628,25.23110538
16.05203053,24.63207886,26.00239628,25.23110538
16.05203053,24.63207886,26.00239628,25.23110538
16.05203053,24.63207886,26.00239628,25.23110538
16.05203053,24.63207886,26.00239628,25.23110538
16.05203053,24.63207886,27.16011495,25.23110538
16.05203053,24.63207886,27.16011495,25.23110538
16.05203053,24.63207886,27.16011495,25.23110538
16.05203053,25.07720987,27.16011495,24.58083329
16.05203053,25.07720987,27.16011495,24.58083329
16.05203053,25.07720987,27.16011495,24.58083329
16.05203053,25.07720987,27.16011495,24.58083329
16.05203053,25.07720987,27.16011495,24.58083329
16.05203053,25.07720987,27.16011495,24.58083329
15.11322337,25.07720987,27.16011495,24.58083329
15.11322337,25.07720987,27.16011495,24.58083329
15.11322337,25.07720987,27.16011495,24.58083329
15.11322337,25.07720987,27.16011495,24.58083329
15.11322337,25.07720987,27.16011495,24.58083329
15.11322337,25.07720987,27.16011495,24.58083329
15.11322337,25.07720987,26.09437976,24.58083329
15.11322337,25.07720987,26.09437976,24.58083329
15.11322337,25.07720987,26.09437976,24.58083329
15.11322337,24.85735757,26.09437976,25.32391703
15.11322337,24.85735757,26.09437976,25.32391703
15.11322337,24.85735757,26.09437976,25.32391703
15.11322337,24.85735757,26.09437976,25.32391703
15.11322337,24.85735757,26.09437976,25.32391703
15.11322337,24.85735757,26.09437976,25.32391703
15.95351294,24.85735757,26.09437976,25.32391703
15.95351294,24.85735757,26.09437976,25.32391703
15.95351294,24.85735757,26.09437976,25.32391703
15.95351294,24.85735757,26.09437976,25.32391703
15.95351294,24.85735757,26.09437976,25.32391703
15.95351294,24.85735757,26.09437976,25.32391703
15.95351294,24.85735757,27.29761439,25.32391703
15.95351294,24.85735757,27.29761439,25.32391703
15.95351294,24.85735757,27.29761439,25.32391703
15.95351294,25.29263512,27.29761439,24.04460383
15.95351294,25.29263512,27.29761439,24.04460383
15.95351294,25.29263512,27.29761439,24.04460383
15.95351294,25.29263512,27.29761439,24.04460383
15.95351294,25.29263512,27.29761439,24.04460383
15.95351294,25.29263512,27.29761439,24.04460383
15.45058498,25.29263512,27.29761439,24.04460383
15.45058498,25.29263512,27.29761439,24.04460383
15.45058498,25.29263512,27.29761439,24.04460383
15.45058498,25.29263512,27.29761439,24.04460383
15.45058498,25.29263512,27.29761439,24.04460383
15.45058498,25.29263512,27.29761439,24.04460383
15.45058498,25.29263512,26.56167099,24.04460383
15.45058498,25.29263512,26.56167099,24.04460383
15.45058498,25.29263512,26.56167099,24.04460383
15.45058498,24.19211054,26.56167099,24.70975664
15.45058498,24.19211054,26.56167099,24.70975664
