master,node1,node2,node3,
4.808055722432186E-4,1.677407478691409E-4,0.002555493801669106,9.63410547825759E-4,
4.794674627777363E-4,2.042212599354999E-4,0.002555493801669106,9.634067333028716E-4,
4.781293533122541E-4,1.6555522580212148E-4,0.002555271479144728,9.634029187799842E-4,
4.7679124384677194E-4,1.6503499519308172E-4,0.0025552537902777685,0.0010246013915906436,
4.754531343812896E-4,1.73332073531666E-4,0.0025552361014108092,0.001024597577067756,
4.955932054052278E-4,1.7797324999457655E-4,0.0025552184125438495,9.729596671657976E-4,
4.780637335919821E-4,3.179850862886633E-4,0.002555200723676891,9.694875441873648E-4,
4.5903149483602105E-4,3.375096159900688E-4,0.002555183034809931,9.552519620877991E-4,
4.5899132312991807E-4,3.375096159900688E-4,0.002554803996591342,9.517798391093666E-4,
3.9849731898020845E-4,3.375096159900688E-4,0.002152374244593084,9.483077161309341E-4,
3.9561373502062873E-4,3.375096159900688E-4,0.002152356555726124,9.448355931525014E-4,
3.634797667812905E-4,3.375096159900688E-4,0.0021523388668591653,9.416602254516403E-4,
3.5523306896367173E-4,3.375096159900688E-4,0.0022289655501277397,9.381954110197863E-4,
3.417641086069561E-4,3.375096159900688E-4,0.0025015569045138686,7.600014543887287E-4,
3.362064293170103E-4,3.375096159900688E-4,0.002373227469915639,8.977837112578025E-4,
3.4159398995118684E-4,3.375096159900688E-4,0.0019408007575850914,9.325501939025961E-4,
3.4159398995118684E-4,3.375096159900688E-4,0.0019325394296433925,0.0010976175790214525,
3.4159398995118684E-4,3.375096159900688E-4,0.001958903002560567,0.0011018612733991644,
3.4159398995118684E-4,3.375096159900688E-4,0.0019594865559984715,0.0011248234136040237,
3.4159398995118684E-4,3.375096159900688E-4,0.001951663276486483,0.0011290709225046229,
3.4159398995118684E-4,3.375096159900688E-4,0.0021490405907749074,0.001027778283492606,
3.415939899511869E-4,2.701947218061738E-4,0.0024088967391155108,0.001036354657888487,
3.415939899511869E-4,1.4205614238772994E-4,0.002625676111309318,0.0011093360097441537,
3.415939899511869E-4,1.4205614238772994E-4,0.002645985387129511,0.0011744010225709794,
3.415939899511869E-4,1.4205614238772994E-4,0.0027988018591153306,0.0011744010225709794,
3.415939899511869E-4,1.8640451793214323E-4,0.002298898055031697,0.0011744010225709794,
3.415939899511869E-4,1.8594221847748372E-4,0.0027707591056629964,0.0011744010225709794,
2.8936768054328477E-4,1.8594221847748372E-4,0.0027826902547392414,0.0011744010225709794,
2.8936768054328477E-4,1.8594221847748372E-4,0.002794621403815486,0.0011744010225709794,
2.8763116756210113E-4,1.8528308325068817E-4,0.0028065525528917306,0.0011744010225709794,
2.322667232040331E-4,1.8602181670127448E-4,0.002701232365616196,0.0011744010225709794,
2.322667232040331E-4,2.2767739661663458E-4,0.002701420178886764,0.0011744010225709794,
2.322667232040331E-4,2.2769850483325574E-4,0.002701607992157332,0.0011744010225709794,
2.322667232040331E-4,1.5867562563813716E-4,0.0027039034459502135,0.0011744010225709794,
2.3550729425687262E-4,1.5869673385475837E-4,0.0027039034459502135,0.0011741419171509848,
2.3496389339280966E-4,1.5871784207137954E-4,0.0027039034459502135,0.0012268619302666316,
2.531852531445747E-4,8.769194042192607E-5,0.0027016177584474016,0.0012198288626202695,
1.841983694008223E-4,1.669005821577805E-4,0.0028159215976142787,0.0012126953200171015,
2.0026506835344943E-4,2.062704123983613E-4,0.002803990448538034,0.0012057158635459535,
1.2960906987246481E-4,2.0706326949631636E-4,0.0027920592994617895,9.651325914861613E-4,
2.2423178277585716E-4,2.0708437771293752E-4,0.002726744920276669,9.581531350150128E-4,
2.106410584119848E-4,2.0710548592955868E-4,0.0021863953200999876,9.516450130776852E-4,
2.4140704025244356E-4,2.0712659414617984E-4,0.0021744504703695004,9.641730280625828E-4,
2.4190516342764085E-4,2.07147702362801E-4,0.002162505620639013,9.641740433710633E-4,
2.6541825718332397E-4,2.0716881057942217E-4,0.002147971520422316,6.611984891023513E-4,
2.664597812225842E-4,2.0718991879604333E-4,0.002136214483962397,0.0010124966983553227,
2.675207047177886E-4,2.074479350819122E-4,0.001366903341622717,0.0010493082325702008,
2.6856222875704886E-4,2.0720066287830357E-4,0.0016608042221010122,0.0010521315556440247,
2.6960375279630916E-4,2.071795546616824E-4,0.0016654812856631098,0.0010521325709525052,
2.6456616682741835E-4,2.0715844644506116E-4,0.0016703740713395405,0.0010483904100201153,
2.6508987911129947E-4,2.0713733822844E-4,0.0020557306951370386,9.258344878904382E-4,
2.7722188983568145E-4,2.0711623001181884E-4,0.0020606923146234426,9.246042193778072E-4,
2.7670407808030233E-4,2.0709512179519767E-4,0.002580053705924444,9.246052346862879E-4,
2.7618626632492315E-4,2.070740135785765E-4,0.0025639567115485562,9.246062499947684E-4,
2.75668454569544E-4,2.0628115648062146E-4,0.002535361518243136,9.246072653032489E-4,
2.751506428141649E-4,1.6173870753658905E-4,0.0025310950957853715,9.246082806117293E-4,
2.746328310587857E-4,1.6165193252193848E-4,0.0024785505385917328,9.245979584780622E-4,
2.5286350116028334E-4,1.6163082430531724E-4,0.0024785505385917328,9.245979584780622E-4,
2.529105742160823E-4,1.6160971608869608E-4,0.0024785505385917328,9.246087527301731E-4,
2.461148225706904E-4,1.615886078720749E-4,0.0024785505385917328,9.246077374216924E-4,
2.456381833426083E-4,1.6156749965545375E-4,0.0024785505385917328,9.246067221132119E-4,
2.575419496152306E-4,1.1991191974009364E-4,0.0024785505385917328,9.246057068047314E-4,
2.575831221425276E-4,1.1989081152347248E-4,0.0024785505385917328,9.24604691496251E-4,
2.576242946698246E-4,1.2020352600591245E-4,0.0024785505385917328,7.634048364436981E-4,
2.711117520259703E-4,1.2052663167614973E-4,0.0024785505385917328,7.632624973106997E-4,
2.2736707846555658E-4,1.456792280907874E-4,0.0024785505385917328,7.631201581777013E-4,
2.2847967194300261E-4,1.3104234060211503E-4,0.0024785505385917328,7.668270843494216E-4,
2.295922654204486E-4,1.7203506547859977E-4,0.0024785505385917328,7.66826069040941E-4,
1.9839274771428397E-4,1.7337186118484578E-4,0.0024785505385917328,7.095209369599915E-4,
1.682488197966888E-4,1.8582356500043766E-4,0.0024785505385917328,7.05996710151798E-4,
2.0805740229248125E-4,1.865186450458624E-4,0.0024785505385917328,7.024496480133379E-4,
2.32304980619755E-4,1.8735031387164425E-4,0.002538421298994572,6.98927732917801E-4,
2.367362544587825E-4,1.8803632216863084E-4,0.002140649440730219,6.95380670779341E-4,
2.4643832156545826E-4,1.887223304656175E-4,0.0017596950438336745,9.370647929480059E-4,
2.4838498695996486E-4,1.894083387626041E-4,0.001787668416440403,7.452198236417309E-4,
2.4893269562623266E-4,1.9009434705959078E-4,0.0017097117083755046,7.704518262254324E-4,
2.8533142601340185E-4,1.8276057536065513E-4,0.0016924819180745394,7.812951625632822E-4,
2.91883117079298E-4,1.8276057536065513E-4,0.0016725240722888345,9.689670463011846E-4,
2.91883117079298E-4,1.8994136720936275E-4,0.0019908937555304976,9.697261515646839E-4,
2.850970067042392E-4,1.8925535891237613E-4,0.0020689181192017807,9.697261515646839E-4,
2.8454929803797135E-4,1.8856935061538945E-4,0.0020721569370170385,9.698916152356944E-4,
2.840015893717035E-4,1.8788334231840286E-4,0.0020625106094448796,9.698916152356944E-4,
2.8345388070543563E-4,1.9176901137933584E-4,0.00195970865877738,9.698916152356944E-4,
2.829061720391678E-4,1.910830030823492E-4,0.0023828917964848493,9.698916152356944E-4,
2.823584633728999E-4,1.9039699478536255E-4,0.0024021976495030616,9.698916152356944E-4,
2.8181075470663206E-4,1.5071837357633443E-4,0.0024207164891008478,9.698916152356944E-4,
2.812630460403642E-4,1.4857527786536236E-4,0.002265506411442649,9.698916152356944E-4,
2.8071533737409634E-4,1.4788926956837574E-4,0.0024019430284473605,9.698916152356944E-4,
2.801676287078285E-4,1.653362732959208E-4,0.0024197161387670345,9.698916152356944E-4,
2.4841505683723667E-4,1.653362732959208E-4,0.002437489249086708,9.698916152356946E-4,
2.520373278470858E-4,1.6905315651988674E-4,0.002455262359406381,9.698916152356946E-4,
