id,tag,timestamp,value
267,episode reward,1671012802325,-166.2251434326172
268,episode reward,1671012808890,-153.59576416015625
269,episode reward,1671012815434,-201.92254638671875
270,episode reward,1671012847199,-212.54225158691406
271,episode reward,1671012853738,-187.02182006835938
272,episode reward,1671012860274,-191.7782440185547
273,episode reward,1671012866908,-180.08547973632812
274,episode reward,1671012873486,-209.75294494628906
275,episode reward,1671012880040,-146.7227020263672
276,episode reward,1671012886675,-224.0618438720703
277,episode reward,1671012893225,-182.98236083984375
278,episode reward,1671012899803,-220.34519958496094
279,episode reward,1671012906406,-153.73736572265625
280,episode reward,1671012936075,-199.8998260498047
281,episode reward,1671012942744,-182.56948852539062
282,episode reward,1671012949314,-167.5487823486328
283,episode reward,1671012955950,-198.8538818359375
284,episode reward,1671012962636,-191.8544464111328
285,episode reward,1671012969238,-176.11927795410156
286,episode reward,1671012975830,-188.6954803466797
287,episode reward,1671012982437,-176.48370361328125
288,episode reward,1671012989100,-176.07032775878906
289,episode reward,1671012995806,-206.9231414794922
290,episode reward,1671013025395,-183.146240234375
291,episode reward,1671013032134,-168.2216033935547
292,episode reward,1671013038781,-195.12840270996094
293,episode reward,1671013045492,-227.1969757080078
294,episode reward,1671013052135,-195.54580688476562
295,episode reward,1671013058822,-173.94931030273438
296,episode reward,1671013065504,-157.2417449951172
297,episode reward,1671013072144,-153.3414764404297
298,episode reward,1671013078737,-194.3234100341797
299,episode reward,1671013085596,-176.67160034179688
300,episode reward,1671013113847,-175.3218536376953
301,episode reward,1671013120492,-161.95721435546875
302,episode reward,1671013127183,-169.49050903320312
303,episode reward,1671013133884,-191.8502655029297
304,episode reward,1671013140637,-183.9531707763672
305,episode reward,1671013147339,-171.77427673339844
306,episode reward,1671013153960,-196.3170623779297
307,episode reward,1671013160766,-152.34483337402344
308,episode reward,1671013167749,-187.69366455078125
309,episode reward,1671013174899,-162.45294189453125
310,episode reward,1671013208696,-168.5800018310547
311,episode reward,1671013215916,-200.15330505371094
312,episode reward,1671013223095,-179.78236389160156
313,episode reward,1671013230276,-163.63198852539062
314,episode reward,1671013237553,-159.64463806152344
