id,tag,timestamp,value
1,episode reward,1671008097260,-774.7273559570312
2,episode reward,1671008097886,-776.8081665039062
3,episode reward,1671008098661,-862.4566650390625
4,episode reward,1671008099419,-853.659423828125
5,episode reward,1671008100337,-860.2787475585938
6,episode reward,1671008100985,-849.16455078125
7,episode reward,1671008101589,-859.42919921875
8,episode reward,1671008102284,-730.5487060546875
9,episode reward,1671008102918,-803.982421875
10,episode reward,1671008103567,-741.3480834960938
11,episode reward,1671008104367,-904.5671997070312
12,episode reward,1671008105202,-877.0617065429688
13,episode reward,1671008105928,-939.9749145507812
14,episode reward,1671008106527,-888.0924682617188
15,episode reward,1671008107079,-851.36767578125
16,episode reward,1671008107675,-802.0907592773438
17,episode reward,1671008108412,-803.352294921875
18,episode reward,1671008109034,-827.4380493164062
19,episode reward,1671008109679,-865.3851928710938
20,episode reward,1671008110455,-831.3092651367188
21,episode reward,1671008111352,-775.419921875
22,episode reward,1671008111973,-764.7103271484375
23,episode reward,1671008112584,-815.2285766601562
24,episode reward,1671008113187,-822.1219482421875
25,episode reward,1671008113857,-807.1475219726562
26,episode reward,1671008114549,-782.343994140625
27,episode reward,1671008115268,-839.7130737304688
28,episode reward,1671008115856,-809.9195556640625
29,episode reward,1671008118209,-398.5923156738281
30,episode reward,1671008122997,-844.3491821289062
31,episode reward,1671008127829,-798.8104248046875
32,episode reward,1671008132426,-626.4013061523438
33,episode reward,1671008137092,-879.3489379882812
34,episode reward,1671008141808,-820.9149169921875
35,episode reward,1671008146935,-903.293701171875
36,episode reward,1671008152143,-807.46337890625
37,episode reward,1671008157997,-892.9144287109375
38,episode reward,1671008164278,-905.8931274414062
39,episode reward,1671008170689,-944.4014892578125
40,episode reward,1671008176831,-814.3728637695312
41,episode reward,1671008182681,-886.4688110351562
42,episode reward,1671008188581,-775.7639770507812
43,episode reward,1671008194693,-786.3176879882812
44,episode reward,1671008200938,-742.486083984375
45,episode reward,1671008207480,-693.9472045898438
46,episode reward,1671008213916,-782.4859008789062
47,episode reward,1671008219991,-723.068359375
48,episode reward,1671008225310,-691.55224609375
49,episode reward,1671008230478,-605.7528076171875
50,episode reward,1671008235725,-760.6831665039062
51,episode reward,1671008240991,-770.2973022460938
52,episode reward,1671008246145,-829.7318115234375
53,episode reward,1671008251490,-794.1641845703125
54,episode reward,1671008257221,-788.0592041015625
55,episode reward,1671008263389,-870.0496215820312
56,episode reward,1671008269588,-890.044921875
