master,node1,node2,node3
0.395126378,0.069980338,0.602035507,0.266661072
0.395126378,0.069980338,0.602035507,0.266661072
0.395126378,0.069980338,0.602035507,0.266661072
0.395126378,0.069980338,0.602035507,0.266661072
0.395126378,0.069980338,0.602035507,0.266661072
0.395126378,0.069980338,0.602035507,0.266661072
0.442223958,0.069980338,0.602035507,0.266661072
0.442223958,0.069980338,0.602035507,0.266661072
0.442223958,0.069980338,0.602035507,0.266661072
0.442223958,0.069980338,0.602035507,0.266661072
0.442223958,0.069980338,0.602035507,0.266661072
0.442223958,0.069980338,0.602035507,0.266661072
0.442223958,0.069980338,0.435124371,0.266661072
0.442223958,0.069980338,0.435124371,0.266661072
0.442223958,0.069980338,0.435124371,0.266661072
0.442223958,0.073449368,0.435124371,0.19308443
0.442223958,0.073449368,0.435124371,0.19308443
0.442223958,0.073449368,0.435124371,0.19308443
0.442223958,0.073449368,0.435124371,0.19308443
0.442223958,0.073449368,0.435124371,0.19308443
0.442223958,0.073449368,0.435124371,0.19308443
0.47715505,0.073449368,0.435124371,0.19308443
0.47715505,0.073449368,0.435124371,0.19308443
0.47715505,0.073449368,0.435124371,0.19308443
0.47715505,0.073449368,0.435124371,0.19308443
0.47715505,0.073449368,0.435124371,0.19308443
0.47715505,0.073449368,0.435124371,0.19308443
0.47715505,0.073449368,0.630900574,0.19308443
0.47715505,0.073449368,0.630900574,0.19308443
0.47715505,0.073449368,0.630900574,0.19308443
0.47715505,0.073260498,0.630900574,0.279878306
0.47715505,0.073260498,0.630900574,0.279878306
0.47715505,0.073260498,0.630900574,0.279878306
0.47715505,0.073260498,0.630900574,0.279878306
0.47715505,0.073260498,0.630900574,0.279878306
0.47715505,0.073260498,0.630900574,0.279878306
0.382829145,0.073260498,0.630900574,0.279878306
0.382829145,0.073260498,0.630900574,0.279878306
0.382829145,0.073260498,0.630900574,0.279878306
0.382829145,0.073260498,0.630900574,0.279878306
0.382829145,0.073260498,0.630900574,0.279878306
0.382829145,0.073260498,0.630900574,0.279878306
0.382829145,0.073260498,0.377003409,0.279878306
0.382829145,0.073260498,0.377003409,0.279878306
0.382829145,0.073260498,0.377003409,0.279878306
0.382829145,0.048231222,0.377003409,0.160752663
0.382829145,0.048231222,0.377003409,0.160752663
0.382829145,0.048231222,0.377003409,0.160752663
