node4,
4.503833842031357,
4.503833842031357,
4.503833842031357,
4.503833842031357,
4.503833842031357,
4.503833842031357,
4.503833842031357,
4.503833842031357,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
5.726332212708895,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
8.75474493102255,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.699889258027763,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
11.283063415351968,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.95222259173304,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.635425527983278,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.711114399883314,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.636921484546203,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.833964145261577,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
10.919158361014746,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
11.00374352260216,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.834164174142957,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.750226194217838,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.708213203225704,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.841594210927575,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
10.78900234503105,
